bin_id,latitude,longitude,ward_zone,amenity,operator,capacity_liters,waste_type,current_fill_pct,fill_rate_pct_hr,dist_from_depot_km,calorific_value_hhv_mj_kg,recyclable_fraction_pct,time_to_overflow_hrs,urgency_index,recovery_index,cost_index,scps_score,zone_cluster
BIN_0387,28.569478,77.239337,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,500,Mixed Municipal,41.5,4.35,2.88,15.14,21.8,13.4,0.445,0.431,0.113,0.329,2
BIN_0388,28.591108,77.120418,West (Janakpuri / Rajouri),waste_disposal,MCD-West,1500,Mixed Municipal,67.7,7.17,9.14,14.04,39.8,4.5,0.728,0.498,0.359,0.441,4
BIN_0389,28.592119,77.121173,West (Janakpuri / Rajouri),waste_basket,MCD-West,300,Mixed Municipal,61.5,2.53,9.11,14.07,22.4,15.2,0.52,0.411,0.358,0.312,4
BIN_0390,28.630764,77.223409,Central / NDMC,waste_basket,NDMC,500,Recyclable/Dry,30.6,3.83,7.19,22.95,71.4,18.1,0.35,0.845,0.282,0.372,0
BIN_0391,28.629826,77.225231,Central / NDMC,waste_basket,NDMC,800,Recyclable/Dry,54.1,2.79,7.12,21.2,82.8,16.5,0.478,0.865,0.28,0.442,0
BIN_0392,28.631027,77.223516,Central / NDMC,waste_basket,NDMC,500,Organic/Wet,42.8,5.48,7.22,11.22,9.9,10.4,0.494,0.288,0.283,0.277,0
BIN_0393,28.629245,77.225608,Central / NDMC,waste_basket,NDMC,300,Recyclable/Dry,26.8,2.6,7.07,22.63,71.8,28.2,0.28,0.84,0.278,0.336,0
BIN_0394,28.629351,77.225315,Central / NDMC,waste_basket,NDMC,300,Organic/Wet,44.2,4.86,7.07,12.0,11.5,11.5,0.482,0.313,0.278,0.279,0
BIN_0395,28.550067,77.235375,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,500,Organic/Wet,71.1,3.38,3.13,12.46,11.3,8.6,0.617,0.322,0.123,0.381,2
BIN_0396,28.597469,77.140444,West (Janakpuri / Rajouri),waste_basket,MCD-West,300,Recyclable/Dry,33.9,4.14,7.58,18.85,73.1,16.0,0.384,0.767,0.298,0.362,4
BIN_0397,28.598069,77.140751,West (Janakpuri / Rajouri),waste_basket,MCD-West,500,Organic/Wet,40.3,4.54,7.58,11.79,11.9,13.1,0.443,0.31,0.298,0.255,4
BIN_0398,28.597403,77.141634,West (Janakpuri / Rajouri),waste_basket,MCD-West,300,Organic/Wet,87.3,5.81,7.47,11.11,11.5,2.2,0.817,0.294,0.293,0.438,4
BIN_0399,28.597529,77.140808,West (Janakpuri / Rajouri),waste_basket,MCD-West,500,Recyclable/Dry,70.7,4.27,7.55,21.82,74.7,6.9,0.646,0.838,0.296,0.515,4
BIN_0400,28.597277,77.140593,West (Janakpuri / Rajouri),waste_basket,MCD-West,500,Organic/Wet,60.4,5.59,7.56,11.39,9.6,7.1,0.621,0.29,0.297,0.338,4
BIN_0401,28.596864,77.140208,West (Janakpuri / Rajouri),waste_basket,MCD-West,300,Mixed Municipal,76.4,2.61,7.57,13.28,26.3,9.0,0.627,0.414,0.297,0.378,4
BIN_0402,28.596751,77.140663,West (Janakpuri / Rajouri),waste_basket,MCD-West,800,Organic/Wet,77.6,5.73,7.53,12.22,7.9,3.9,0.746,0.3,0.296,0.404,4
BIN_0403,28.597979,77.141122,West (Janakpuri / Rajouri),waste_basket,MCD-West,500,Organic/Wet,83.8,3.91,7.55,12.43,12.3,4.1,0.725,0.326,0.296,0.401,4
BIN_0404,28.596749,77.140451,West (Janakpuri / Rajouri),waste_basket,MCD-West,300,Mixed Municipal,23.0,3.85,7.54,13.28,30.6,20.0,0.297,0.436,0.296,0.22,4
BIN_0405,28.621956,77.195088,Central / NDMC,waste_basket,NDMC,300,Organic/Wet,39.7,4.8,6.26,11.44,8.0,12.6,0.448,0.283,0.246,0.26,0
BIN_0406,28.622243,77.195396,Central / NDMC,waste_basket,NDMC,300,Recyclable/Dry,70.4,4.13,6.28,18.74,86.3,7.2,0.639,0.83,0.247,0.519,0
BIN_0407,28.623761,77.197329,Central / NDMC,waste_basket,NDMC,500,Mixed Municipal,80.9,3.1,6.41,13.46,21.2,6.2,0.676,0.392,0.252,0.405,0
BIN_0408,28.623344,77.197036,Central / NDMC,waste_basket,NDMC,300,Recyclable/Dry,20.3,3.3,6.37,23.48,85.4,24.2,0.259,0.927,0.25,0.357,0
BIN_0409,28.624312,77.196183,Central / NDMC,waste_basket,NDMC,500,Recyclable/Dry,70.5,4.27,6.49,19.07,71.7,6.9,0.645,0.764,0.255,0.501,0
BIN_0410,28.624181,77.196565,Central / NDMC,waste_basket,NDMC,500,Mixed Municipal,41.3,3.58,6.47,14.43,27.8,16.4,0.416,0.446,0.254,0.291,0
BIN_0411,28.622989,77.196961,Central / NDMC,waste_basket,NDMC,300,Recyclable/Dry,65.4,3.11,6.33,21.51,86.1,11.1,0.568,0.888,0.249,0.501,0
BIN_0412,28.623655,77.197086,Central / NDMC,waste_basket,NDMC,500,Recyclable/Dry,23.7,3.28,6.4,22.01,74.3,23.3,0.282,0.84,0.251,0.343,0
BIN_0413,28.623728,77.196068,Central / NDMC,waste_basket,NDMC,300,Organic/Wet,76.7,4.8,6.43,11.8,14.5,4.9,0.707,0.324,0.252,0.4,0
BIN_0414,28.623861,77.196786,Central / NDMC,waste_basket,NDMC,500,Recyclable/Dry,54.2,2.9,6.43,18.85,74.6,15.8,0.482,0.774,0.252,0.423,0
BIN_0415,28.624464,77.19694,Central / NDMC,waste_basket,NDMC,300,Organic/Wet,55.0,3.99,6.49,11.05,14.7,11.3,0.526,0.309,0.255,0.305,0
BIN_0416,28.623877,77.19551,Central / NDMC,waste_basket,NDMC,300,Recyclable/Dry,15.5,3.29,6.46,19.9,73.7,25.7,0.225,0.792,0.254,0.299,0
BIN_0417,28.623948,77.197333,Central / NDMC,waste_basket,NDMC,300,Organic/Wet,81.6,4.02,6.43,10.57,6.1,4.6,0.714,0.255,0.252,0.383,0
BIN_0418,28.623937,77.195918,Central / NDMC,waste_basket,NDMC,500,Recyclable/Dry,22.2,2.99,6.46,19.97,86.8,26.0,0.261,0.859,0.254,0.338,0
BIN_0419,28.624016,77.19764,Central / NDMC,waste_basket,NDMC,500,Organic/Wet,56.0,5.62,6.43,11.19,10.1,7.8,0.591,0.289,0.252,0.332,0
BIN_0420,28.595812,77.123038,West (Janakpuri / Rajouri),waste_basket,MCD-West,500,Mixed Municipal,50.0,3.49,9.07,13.33,24.1,14.3,0.474,0.404,0.356,0.287,4
BIN_0421,28.595546,77.122878,West (Janakpuri / Rajouri),waste_basket,MCD-West,300,Mixed Municipal,83.4,3.27,9.07,14.79,29.1,5.1,0.7,0.46,0.356,0.417,4
BIN_0422,28.624452,77.233799,Central / NDMC,waste_basket,NDMC,800,Recyclable/Dry,36.4,2.13,6.78,18.51,81.5,29.9,0.33,0.801,0.266,0.352,0
BIN_0423,28.593169,77.121724,West (Janakpuri / Rajouri),waste_basket,MCD-West,300,Recyclable/Dry,52.9,2.96,9.09,21.93,72.1,15.9,0.475,0.827,0.357,0.414,4
BIN_0424,28.491946,77.118944,South (Saket / Hauz Khas),waste_basket,MCD-South,300,Organic/Wet,21.7,3.21,12.21,11.34,12.5,24.4,0.266,0.304,0.479,0.128,1
BIN_0425,28.484188,77.116169,South (Saket / Hauz Khas),waste_basket,MCD-South,300,Mixed Municipal,64.3,3.4,13.01,14.67,30.2,10.5,0.571,0.463,0.511,0.322,1
BIN_0426,28.486763,77.113846,South (Saket / Hauz Khas),waste_basket,MCD-South,300,Recyclable/Dry,75.1,4.18,12.97,23.07,81.0,6.0,0.674,0.896,0.509,0.504,1
BIN_0427,28.486812,77.116364,South (Saket / Hauz Khas),waste_basket,MCD-South,300,Mixed Municipal,16.0,2.86,12.79,13.17,28.0,29.4,0.213,0.42,0.502,0.132,1
BIN_0428,28.485498,77.113585,South (Saket / Hauz Khas),waste_basket,MCD-South,300,Organic/Wet,25.2,3.13,13.09,11.47,10.8,23.9,0.287,0.298,0.514,0.13,1
BIN_0429,28.482749,77.112475,South (Saket / Hauz Khas),waste_basket,MCD-South,500,Organic/Wet,72.5,5.54,13.38,11.96,11.5,5.0,0.704,0.312,0.525,0.34,1
BIN_0430,28.48779,77.113967,South (Saket / Hauz Khas),waste_basket,MCD-South,300,Recyclable/Dry,52.1,3.97,12.88,19.88,75.5,12.1,0.505,0.8,0.506,0.392,1
BIN_0431,28.486126,77.114364,South (Saket / Hauz Khas),waste_basket,MCD-South,500,Recyclable/Dry,41.5,3.08,12.98,22.79,86.5,19.0,0.4,0.917,0.51,0.373,1
BIN_0432,28.489185,77.114145,South (Saket / Hauz Khas),waste_basket,MCD-South,500,Organic/Wet,46.1,5.07,12.77,11.7,12.1,10.6,0.502,0.309,0.501,0.244,1
BIN_0433,28.59263,77.121201,West (Janakpuri / Rajouri),waste_basket,MCD-West,300,Organic/Wet,27.8,4.04,9.12,10.79,13.9,17.9,0.338,0.299,0.358,0.187,4
BIN_0434,28.592346,77.121118,West (Janakpuri / Rajouri),waste_basket,MCD-West,300,Recyclable/Dry,49.0,2.18,9.12,21.68,76.1,23.4,0.42,0.842,0.358,0.391,4
BIN_0435,28.596507,77.133787,West (Janakpuri / Rajouri),waste_basket,MCD-West,300,Recyclable/Dry,97.0,2.54,8.12,21.53,76.6,1.2,0.769,0.841,0.319,0.573,4
BIN_0436,28.596491,77.134127,West (Janakpuri / Rajouri),waste_basket,MCD-West,500,Recyclable/Dry,57.0,2.07,8.09,19.2,78.7,20.8,0.472,0.802,0.318,0.413,4
BIN_0437,28.596476,77.134613,West (Janakpuri / Rajouri),waste_basket,MCD-West,800,Organic/Wet,28.3,4.16,8.05,10.58,5.3,17.2,0.345,0.252,0.316,0.185,4
BIN_0438,28.596475,77.134589,West (Janakpuri / Rajouri),waste_basket,MCD-West,300,Recyclable/Dry,24.6,4.25,8.05,20.79,75.2,17.7,0.323,0.818,0.316,0.344,4
BIN_0439,28.596511,77.133335,West (Janakpuri / Rajouri),waste_basket,MCD-West,800,Organic/Wet,96.7,5.48,8.16,12.28,11.0,0.6,0.871,0.316,0.32,0.466,4
BIN_0440,28.596476,77.134802,West (Janakpuri / Rajouri),waste_basket,MCD-West,300,Mixed Municipal,59.9,3.35,8.03,13.97,25.8,12.0,0.538,0.426,0.315,0.334,4
BIN_0441,28.596494,77.132558,West (Janakpuri / Rajouri),waste_basket,MCD-West,300,Recyclable/Dry,51.6,4.08,8.23,21.21,83.7,11.9,0.506,0.87,0.323,0.449,4
BIN_0442,28.596493,77.13264,West (Janakpuri / Rajouri),waste_basket,MCD-West,300,Organic/Wet,37.4,4.03,8.23,10.89,5.6,15.5,0.405,0.26,0.323,0.216,4
BIN_0443,28.596086,77.132025,West (Janakpuri / Rajouri),waste_basket,MCD-West,800,Recyclable/Dry,51.9,2.35,8.26,20.24,80.4,20.5,0.447,0.833,0.324,0.408,4
BIN_0444,28.593362,77.120804,West (Janakpuri / Rajouri),recycling,MCD-West,1000,Recyclable/Dry,97.5,3.5,9.18,21.63,83.3,0.7,0.806,0.877,0.36,0.594,4
BIN_0445,28.59703,77.123308,West (Janakpuri / Rajouri),waste_basket,MCD-West,800,Recyclable/Dry,47.8,2.5,9.09,21.35,81.2,20.9,0.423,0.86,0.357,0.398,4
BIN_0446,28.627377,77.275611,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,300,Organic/Wet,90.5,5.89,9.26,11.59,7.3,1.6,0.842,0.283,0.364,0.433,11
BIN_0447,28.627597,77.274729,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,500,Recyclable/Dry,25.4,3.98,9.22,22.85,72.4,18.7,0.319,0.848,0.362,0.341,11
BIN_0448,28.627181,77.275242,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,500,Organic/Wet,53.4,3.45,9.22,12.25,14.4,13.5,0.496,0.333,0.362,0.275,11
BIN_0449,28.627218,77.275466,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,800,Organic/Wet,63.9,6.09,9.24,12.46,9.8,5.9,0.663,0.314,0.363,0.353,11
BIN_0450,28.627368,77.275609,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,800,Organic/Wet,78.2,4.11,9.26,11.25,7.9,5.3,0.693,0.279,0.364,0.357,11
BIN_0451,28.55283,77.252143,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,300,Recyclable/Dry,96.4,4.16,4.42,20.96,80.4,0.9,0.822,0.848,0.174,0.631,2
BIN_0452,28.552912,77.252149,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,300,Recyclable/Dry,31.6,4.39,4.41,22.32,80.3,15.6,0.377,0.876,0.173,0.417,2
BIN_0453,28.596833,77.132435,West (Janakpuri / Rajouri),waste_basket,MCD-West,300,Mixed Municipal,20.2,4.73,8.26,14.1,32.7,16.9,0.309,0.464,0.324,0.229,4
BIN_0454,28.598678,77.124267,West (Janakpuri / Rajouri),waste_basket,MCD-West,800,Organic/Wet,16.6,5.78,9.07,11.52,11.3,14.4,0.321,0.302,0.356,0.18,4
BIN_0455,28.607437,77.130642,West (Janakpuri / Rajouri),waste_basket,MCD-West,500,Recyclable/Dry,39.8,2.34,8.95,22.11,82.5,25.7,0.361,0.883,0.351,0.375,4
BIN_0456,28.607404,77.130906,West (Janakpuri / Rajouri),waste_basket,MCD-West,300,Recyclable/Dry,15.7,4.39,8.92,19.89,73.8,19.2,0.265,0.792,0.35,0.3,4
BIN_0457,28.607465,77.1311,West (Janakpuri / Rajouri),waste_basket,MCD-West,800,Recyclable/Dry,76.2,2.04,8.91,22.64,75.3,11.7,0.606,0.858,0.35,0.49,4
BIN_0458,28.607611,77.130948,West (Janakpuri / Rajouri),waste_basket,MCD-West,500,Recyclable/Dry,69.7,3.92,8.93,19.21,83.6,7.7,0.627,0.827,0.351,0.491,4
BIN_0459,28.596306,77.123311,West (Janakpuri / Rajouri),waste_basket,MCD-West,500,Recyclable/Dry,21.4,3.22,9.06,21.57,71.6,24.4,0.264,0.817,0.356,0.306,4
BIN_0460,28.596001,77.123106,West (Janakpuri / Rajouri),waste_basket,MCD-West,300,Organic/Wet,82.1,3.33,9.07,10.63,8.5,5.4,0.693,0.269,0.356,0.356,4
BIN_0461,28.627781,77.235519,City / Chandni Chowk,waste_basket,MCD-CitySP,800,Organic/Wet,21.4,3.9,7.18,12.41,10.2,20.2,0.288,0.315,0.282,0.182,9
BIN_0462,28.539773,77.156641,South (Saket / Hauz Khas),waste_basket,MCD-South,500,Recyclable/Dry,48.4,2.18,6.04,22.04,70.9,23.7,0.416,0.823,0.237,0.408,1
BIN_0463,28.558253,77.172146,South (Saket / Hauz Khas),waste_basket,MCD-South,300,Organic/Wet,48.6,5.79,3.83,11.06,13.0,8.9,0.545,0.3,0.15,0.333,1
BIN_0464,28.62671,77.232999,Central / NDMC,waste_basket,NDMC,800,Organic/Wet,96.3,4.92,6.99,11.45,7.3,0.8,0.848,0.28,0.274,0.453,0
BIN_0465,28.625462,77.21445,Central / NDMC,waste_basket,NDMC,500,Organic/Wet,56.8,5.67,6.49,11.8,6.2,7.6,0.598,0.282,0.255,0.333,0
BIN_0466,28.62539,77.214413,Central / NDMC,waste_basket,NDMC,300,Recyclable/Dry,35.1,3.71,6.48,21.62,71.3,17.5,0.377,0.816,0.254,0.383,0
BIN_0467,28.543229,77.198549,South (Saket / Hauz Khas),waste_basket,MCD-South,500,Recyclable/Dry,26.9,3.3,2.89,22.52,79.9,22.2,0.305,0.879,0.113,0.393,1
BIN_0468,28.543459,77.19797,South (Saket / Hauz Khas),waste_basket,MCD-South,500,Organic/Wet,67.3,3.4,2.89,11.49,7.8,9.6,0.592,0.283,0.113,0.358,1
BIN_0469,28.542818,77.199033,South (Saket / Hauz Khas),waste_basket,MCD-South,300,Recyclable/Dry,18.9,3.28,2.92,20.09,70.0,24.7,0.248,0.777,0.115,0.335,1
BIN_0470,28.542927,77.198951,South (Saket / Hauz Khas),waste_basket,MCD-South,300,Recyclable/Dry,35.5,2.01,2.91,18.81,85.1,32.1,0.32,0.826,0.114,0.385,1
BIN_0471,28.54368,77.199448,South (Saket / Hauz Khas),waste_basket,MCD-South,500,Organic/Wet,84.9,3.81,2.81,10.7,8.6,4.0,0.729,0.271,0.11,0.424,1
BIN_0472,28.593427,77.121664,West (Janakpuri / Rajouri),waste_basket,MCD-West,300,Recyclable/Dry,46.3,4.27,9.11,22.96,77.8,12.6,0.475,0.878,0.358,0.429,4
BIN_0473,28.622279,77.19493,Central / NDMC,waste_basket,NDMC,800,Organic/Wet,67.5,4.16,6.3,11.87,9.9,7.8,0.62,0.302,0.247,0.351,0
BIN_0474,28.622359,77.195092,Central / NDMC,waste_basket,NDMC,500,Organic/Wet,95.2,5.0,6.3,10.83,12.1,1.0,0.843,0.291,0.247,0.46,0
BIN_0475,28.622481,77.194791,Central / NDMC,waste_basket,NDMC,500,Mixed Municipal,79.9,2.76,6.32,14.76,24.5,7.3,0.657,0.437,0.248,0.41,0
BIN_0476,28.542063,77.245688,South-East (Lajpat / Okhla),waste_disposal,MCD-SouthEast,1500,Mixed Municipal,56.5,8.33,4.47,13.12,30.4,5.2,0.691,0.431,0.176,0.44,2
BIN_0477,28.595589,77.069347,South-West (Dwarka),waste_basket,MCD-SouthWest,300,Organic/Wet,19.3,4.11,14.09,10.92,8.7,19.6,0.281,0.276,0.553,0.112,3
BIN_0478,28.595752,77.068913,South-West (Dwarka),waste_basket,MCD-SouthWest,500,Organic/Wet,69.6,3.64,14.14,12.14,13.5,8.4,0.616,0.326,0.555,0.295,3
BIN_0479,28.595713,77.069017,South-West (Dwarka),waste_basket,MCD-SouthWest,500,Mixed Municipal,39.5,4.02,14.13,13.54,30.2,15.0,0.419,0.439,0.555,0.23,3
BIN_0480,28.595697,77.069063,South-West (Dwarka),waste_basket,MCD-SouthWest,300,Recyclable/Dry,47.8,3.61,14.12,22.19,75.7,14.5,0.462,0.851,0.554,0.376,3
BIN_0481,28.666727,77.305577,Shahdara North,waste_basket,MCD-ShahdaraNorth,500,Organic/Wet,19.8,4.1,14.47,12.28,7.9,19.6,0.284,0.301,0.568,0.119,10
BIN_0482,28.669611,77.307379,Shahdara North,waste_disposal,MCD-ShahdaraNorth,2000,Mixed Municipal,72.1,4.9,14.83,14.96,33.2,5.7,0.678,0.484,0.582,0.368,10
BIN_0483,28.66954,77.304088,Shahdara North,waste_disposal,MCD-ShahdaraNorth,1500,Mixed Municipal,25.3,4.58,14.62,13.95,30.1,16.3,0.339,0.447,0.574,0.189,10
BIN_0484,28.669822,77.310543,Shahdara North,waste_basket,MCD-ShahdaraNorth,300,Organic/Wet,15.8,4.79,15.05,11.31,10.3,17.6,0.28,0.292,0.591,0.11,10
BIN_0485,28.669872,77.309498,Shahdara North,waste_basket,MCD-ShahdaraNorth,500,Mixed Municipal,79.2,3.28,14.99,14.3,30.2,6.3,0.671,0.455,0.589,0.354,10
BIN_0486,28.666314,77.307593,Shahdara North,waste_basket,MCD-ShahdaraNorth,500,Recyclable/Dry,78.9,2.04,14.57,23.38,72.3,10.3,0.625,0.859,0.572,0.456,10
BIN_0487,28.665892,77.311167,Shahdara North,waste_basket,MCD-ShahdaraNorth,500,Organic/Wet,79.2,3.88,14.76,11.03,5.2,5.4,0.692,0.261,0.58,0.308,10
BIN_0488,28.6669,77.31241,Shahdara North,waste_disposal,MCD-ShahdaraNorth,2000,Mixed Municipal,62.2,6.78,14.93,13.56,34.6,5.6,0.676,0.462,0.586,0.359,10
BIN_0489,28.596832,77.133122,West (Janakpuri / Rajouri),waste_basket,MCD-West,500,Recyclable/Dry,83.9,3.37,8.2,22.9,82.2,4.8,0.707,0.898,0.322,0.558,4
BIN_0490,28.596836,77.132789,West (Janakpuri / Rajouri),waste_basket,MCD-West,500,Organic/Wet,73.9,5.7,8.23,10.91,6.5,4.6,0.719,0.265,0.323,0.374,4
BIN_0491,28.645469,77.203675,Karol Bagh / Patel Nagar,waste_basket,MCD-KarolBagh,800,Recyclable/Dry,63.3,3.68,8.72,20.87,71.1,10.0,0.573,0.8,0.342,0.458,5
BIN_0492,28.645966,77.204063,Karol Bagh / Patel Nagar,waste_basket,MCD-KarolBagh,800,Organic/Wet,61.6,4.93,8.78,11.56,11.5,7.8,0.606,0.303,0.345,0.325,5
BIN_0493,28.592062,77.161752,Central / NDMC,waste_basket,NDMC,500,Organic/Wet,85.3,5.69,5.46,11.95,11.2,2.6,0.799,0.31,0.214,0.45,0
BIN_0494,28.591893,77.16134,Central / NDMC,waste_basket,NDMC,300,Organic/Wet,28.6,5.72,5.49,12.46,10.3,12.5,0.403,0.317,0.216,0.253,0
BIN_0495,28.576529,77.195934,South (Saket / Hauz Khas),waste_basket,MCD-South,500,Recyclable/Dry,59.7,3.81,1.72,23.24,76.1,10.6,0.553,0.875,0.068,0.525,1
BIN_0496,28.593265,77.16286,Central / NDMC,waste_basket,NDMC,300,Recyclable/Dry,34.1,3.24,5.44,21.95,86.8,20.3,0.353,0.901,0.214,0.404,0
BIN_0497,28.593093,77.162944,Central / NDMC,waste_basket,NDMC,300,Organic/Wet,93.8,4.06,5.42,11.1,12.6,1.5,0.8,0.299,0.213,0.447,0
BIN_0498,28.633062,77.214475,Central / NDMC,waste_basket,NDMC,800,Recyclable/Dry,30.0,3.37,7.34,23.14,83.7,20.8,0.329,0.911,0.288,0.38,0
BIN_0499,28.524838,77.237182,South (Saket / Hauz Khas),waste_disposal,MCD-South,2500,Mixed Municipal,32.4,6.28,5.41,13.11,27.5,10.8,0.449,0.416,0.212,0.307,1
BIN_0500,28.64025,77.207094,Central / NDMC,waste_basket,NDMC,300,Recyclable/Dry,35.1,4.13,8.13,23.41,84.3,15.7,0.392,0.92,0.319,0.408,0
BIN_0501,28.640212,77.207165,Central / NDMC,waste_basket,NDMC,800,Organic/Wet,96.4,5.14,8.12,12.4,14.9,0.7,0.857,0.338,0.319,0.466,0
BIN_0502,28.631866,77.286464,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,500,Organic/Wet,66.7,3.22,10.36,11.37,10.9,10.3,0.581,0.296,0.407,0.298,11
BIN_0503,28.631616,77.286886,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,800,Organic/Wet,94.7,5.83,10.38,12.09,14.1,0.9,0.869,0.328,0.408,0.452,11
BIN_0504,28.631572,77.286488,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,500,Mixed Municipal,74.6,3.69,10.34,14.89,22.4,6.9,0.653,0.429,0.406,0.374,11
BIN_0505,28.631253,77.286475,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,300,Recyclable/Dry,79.0,3.41,10.32,21.83,72.9,6.2,0.674,0.829,0.405,0.505,11
BIN_0506,28.631428,77.286785,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,500,Organic/Wet,34.0,5.78,10.35,10.52,8.6,11.4,0.443,0.267,0.406,0.22,11
BIN_0507,28.637183,77.286484,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,500,Organic/Wet,22.9,5.19,10.78,11.14,13.5,14.9,0.344,0.305,0.423,0.179,11
BIN_0508,28.63719,77.286458,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,300,Organic/Wet,39.0,3.36,10.78,11.46,11.6,18.2,0.392,0.302,0.423,0.202,11
BIN_0509,28.637631,77.286463,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,300,Mixed Municipal,45.9,4.4,10.82,15.48,20.7,12.3,0.477,0.433,0.425,0.283,11
BIN_0510,28.637645,77.286531,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,300,Recyclable/Dry,44.6,3.44,10.82,23.09,87.1,16.1,0.434,0.927,0.425,0.41,11
BIN_0511,28.637309,77.286355,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,500,Organic/Wet,35.0,4.97,10.79,11.63,8.6,13.1,0.421,0.29,0.424,0.213,11
BIN_0512,28.637371,77.286941,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,300,Mixed Municipal,18.2,3.05,10.83,13.25,27.6,26.8,0.235,0.42,0.425,0.159,11
BIN_0513,28.637469,77.286802,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,300,Organic/Wet,63.3,5.85,10.83,12.23,7.8,6.3,0.65,0.299,0.425,0.33,11
BIN_0514,28.637603,77.286564,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,300,Recyclable/Dry,44.3,2.71,10.82,21.08,83.7,20.6,0.406,0.867,0.425,0.378,11
BIN_0515,28.637557,77.286482,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,800,Mixed Municipal,54.5,4.45,10.81,15.23,26.3,10.2,0.539,0.456,0.424,0.321,11
BIN_0516,28.637466,77.286919,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,500,Organic/Wet,86.0,3.99,10.84,11.68,6.9,3.5,0.743,0.283,0.426,0.371,11
BIN_0517,28.637334,77.28653,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,300,Organic/Wet,49.0,4.52,10.8,10.64,14.4,11.3,0.503,0.298,0.424,0.256,11
BIN_0518,28.63757,77.286453,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,500,Recyclable/Dry,69.3,3.93,10.81,20.16,82.5,7.8,0.624,0.841,0.424,0.48,11
BIN_0519,28.637616,77.286554,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,300,Mixed Municipal,18.1,3.56,10.82,14.35,24.2,23.0,0.253,0.426,0.425,0.169,11
BIN_0520,28.637102,77.286946,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,300,Recyclable/Dry,19.5,3.31,10.81,18.5,77.5,24.3,0.254,0.781,0.424,0.276,11
BIN_0521,28.637234,77.287212,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,800,Organic/Wet,15.1,3.69,10.84,11.11,8.0,23.0,0.236,0.276,0.426,0.116,11
BIN_0522,28.637075,77.286876,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,500,Mixed Municipal,85.4,4.35,10.8,13.56,29.9,3.4,0.752,0.438,0.424,0.423,11
BIN_0523,28.636932,77.286583,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,300,Organic/Wet,30.1,5.45,10.77,11.15,12.1,12.8,0.404,0.298,0.423,0.207,11
BIN_0524,28.637024,77.286185,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,300,Mixed Municipal,47.6,4.39,10.75,15.02,34.8,11.9,0.489,0.494,0.422,0.308,11
BIN_0525,28.636955,77.286188,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,500,Recyclable/Dry,28.9,3.77,10.75,18.89,79.8,18.9,0.336,0.801,0.422,0.324,11
BIN_0526,28.63719,77.286462,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,500,Recyclable/Dry,64.9,2.66,10.78,23.26,70.8,13.2,0.549,0.849,0.423,0.444,11
BIN_0527,28.623281,77.194681,Central / NDMC,waste_basket,NDMC,300,Recyclable/Dry,57.2,3.28,6.41,22.3,71.8,13.0,0.517,0.833,0.252,0.458,0
BIN_0528,28.623619,77.194593,Central / NDMC,waste_basket,NDMC,300,Mixed Municipal,53.3,4.29,6.45,15.07,30.5,10.9,0.525,0.473,0.253,0.354,0
