bin_id,osm_id,latitude,longitude,amenity,operator,capacity_liters,waste_type,current_fill_pct,fill_rate_pct_hr,dist_from_depot_km,calorific_value_hhv_mj_kg,recyclable_fraction_pct,time_to_overflow_hrs,urgency_index,recovery_index,cost_index,scps_score,zone_cluster
BIN_144,node/11263867453,28.553644,77.235683,waste_basket,MCD/NDMC,300,Recyclable/Dry,31.7,3.99,2.9263808831062867,19.14,77.2,17.1,0.364,0.794,0.317,0.357,3
BIN_145,node/11264487320,28.560507,77.193757,waste_disposal,MCD/NDMC,2500,Mixed Municipal,66.7,4.55,1.752182057679727,14.02,36.6,7.3,0.629,0.482,0.19,0.421,2
BIN_146,node/11304900473,28.590778,77.227897,waste_basket,MCD/NDMC,500,Recyclable/Dry,46.7,4.4,3.1508372004371084,21.5,84.9,12.1,0.483,0.882,0.342,0.438,0
BIN_147,node/11559154641,28.604919,77.228898,waste_basket,NDMC,800,Organic/Wet,68.0,4.36,4.582091428909264,10.95,9.2,7.3,0.631,0.279,0.497,0.3,0
BIN_148,node/11559173281,28.604914,77.228902,waste_basket,NDMC,800,Recyclable/Dry,40.0,2.75,4.581757906492026,23.06,77.4,21.8,0.378,0.878,0.497,0.353,0
BIN_149,node/11648825604,28.550824,77.234428,waste_basket,MCD/NDMC,500,Recyclable/Dry,21.8,3.98,3.00129906653043,19.01,86.5,19.6,0.294,0.837,0.326,0.333,3
BIN_150,node/11704272915,28.549083,77.251798,recycling,MCD/NDMC,1000,Recyclable/Dry,25.4,3.44,4.552232474266494,21.76,88.1,21.7,0.3,0.904,0.494,0.323,3
BIN_151,node/11711018803,28.601325,77.227057,waste_basket,MCD/NDMC,300,Organic/Wet,38.4,3.37,4.143890315294958,12.18,14.1,18.3,0.389,0.33,0.449,0.203,0
BIN_152,node/11750283526,28.582928,77.243495,waste_basket,MCD/NDMC,300,Organic/Wet,37.7,3.93,3.709006750978427,12.17,8.3,15.9,0.404,0.301,0.402,0.212,0
BIN_153,node/11750283531,28.582636,77.243502,waste_basket,MCD/NDMC,500,Organic/Wet,67.1,5.36,3.6943847556440694,11.99,7.1,6.1,0.66,0.291,0.401,0.337,0
BIN_154,node/11750283558,28.582883,77.243497,waste_basket,MCD/NDMC,300,Organic/Wet,57.5,4.4,3.7068162368687387,12.23,14.2,9.7,0.559,0.331,0.402,0.299,0
BIN_155,node/11764164711,28.569034,77.249185,waste_basket,MCD/NDMC,800,Recyclable/Dry,65.1,2.62,3.83211579307183,18.66,86.4,13.3,0.549,0.829,0.416,0.44,3
BIN_156,node/11764165780,28.571056,77.240339,waste_basket,MCD/NDMC,300,Organic/Wet,37.2,3.83,2.9936327576361976,11.12,12.8,16.4,0.397,0.301,0.325,0.224,3
BIN_157,node/11764165825,28.571164,77.240402,waste_basket,MCD/NDMC,300,Recyclable/Dry,87.1,3.39,3.0014233156497574,23.38,78.3,3.8,0.73,0.889,0.326,0.567,3
BIN_158,node/11764165882,28.568643,77.249675,waste_basket,MCD/NDMC,500,Organic/Wet,53.3,4.19,3.8778546581190834,11.1,8.1,11.1,0.522,0.277,0.421,0.26,3
BIN_159,node/11766115242,28.549589,77.244737,waste_basket,MCD/NDMC,500,Organic/Wet,85.3,4.13,3.917235951021523,11.44,11.2,3.6,0.744,0.3,0.425,0.377,3
BIN_160,node/11766134571,28.550285,77.246028,waste_basket,MCD/NDMC,500,Organic/Wet,57.5,4.6,3.9898626129984387,11.93,10.3,9.2,0.566,0.306,0.433,0.288,3
BIN_161,node/11766134589,28.550213,77.245129,waste_basket,MCD/NDMC,500,Recyclable/Dry,78.8,2.19,3.9165242157826268,19.01,76.0,9.7,0.63,0.785,0.425,0.465,3
BIN_162,node/11766134609,28.549724,77.245111,waste_basket,MCD/NDMC,300,Mixed Municipal,85.5,4.95,3.9415026921839016,14.32,32.0,2.9,0.775,0.465,0.428,0.441,3
BIN_163,node/11766134614,28.550977,77.24642,waste_basket,MCD/NDMC,800,Organic/Wet,59.4,3.59,3.9882554216400434,11.6,7.5,11.3,0.544,0.285,0.433,0.271,3
BIN_164,node/11766134637,28.550033,77.245456,waste_basket,MCD/NDMC,500,Organic/Wet,76.2,4.67,3.9540652511669556,11.64,13.9,5.1,0.7,0.317,0.429,0.359,3
BIN_165,node/11766134647,28.550056,77.24557,waste_basket,MCD/NDMC,800,Mixed Municipal,93.7,4.91,3.9625998965766676,14.51,32.1,1.3,0.831,0.469,0.43,0.47,3
BIN_166,node/11766362698,28.5516,77.246583,waste_basket,MCD/NDMC,300,Organic/Wet,77.4,4.9,3.97166902589627,11.15,5.9,4.6,0.716,0.267,0.431,0.352,3
BIN_167,node/11771960416,28.548475,77.192922,waste_basket,MCD/NDMC,800,Organic/Wet,91.0,5.11,2.6677511558515428,12.25,11.4,1.8,0.819,0.318,0.289,0.447,2
BIN_168,node/11795892107,28.592779,77.255844,recycling,MCD/NDMC,1000,Recyclable/Dry,48.3,4.56,5.303662377784142,21.62,80.7,11.3,0.5,0.864,0.575,0.394,0
BIN_169,node/11806603449,28.619588,77.206075,waste_basket,MCD/NDMC,300,Recyclable/Dry,87.2,2.91,5.83790153680277,20.23,83.9,4.4,0.714,0.85,0.633,0.485,0
BIN_170,node/11821159416,28.610055,77.199345,waste_basket,MCD/NDMC,300,Mixed Municipal,96.9,3.91,4.87746448155169,14.95,21.7,0.8,0.817,0.427,0.529,0.431,0
BIN_171,node/11824828545,28.573487,77.263478,waste_basket,MCD/NDMC,500,Organic/Wet,74.5,5.23,5.268977629869614,11.47,10.1,4.9,0.708,0.295,0.572,0.328,3
BIN_172,node/11824860796,28.572634,77.263289,waste_basket,MCD/NDMC,500,Organic/Wet,90.2,3.4,5.23893393069732,11.79,9.2,2.9,0.752,0.297,0.568,0.352,3
BIN_173,node/11834282077,28.597757,77.146319,waste_basket,MCD/NDMC,500,Recyclable/Dry,58.9,4.04,7.0858369330417865,22.61,79.5,10.2,0.556,0.879,0.769,0.388,1
BIN_174,node/11843038951,28.592516,77.164048,waste_basket,MCD/NDMC,300,Organic/Wet,30.9,3.32,5.29696701647525,11.49,12.2,20.8,0.334,0.306,0.575,0.144,1
BIN_175,node/11843038955,28.592344,77.163798,waste_basket,MCD/NDMC,300,Organic/Wet,58.6,4.9,5.307579571541926,11.96,7.5,8.4,0.585,0.292,0.576,0.265,1
BIN_176,node/11843038957,28.591603,77.16549,waste_basket,MCD/NDMC,500,Recyclable/Dry,47.6,3.06,5.123732828929334,20.52,83.9,17.1,0.442,0.856,0.556,0.367,1
BIN_177,node/11843066075,28.591562,77.165343,waste_basket,MCD/NDMC,800,Organic/Wet,85.3,3.2,5.133515039716797,10.68,12.7,4.6,0.711,0.291,0.557,0.331,1
BIN_178,node/11843066086,28.591674,77.164975,waste_basket,MCD/NDMC,500,Mixed Municipal,50.9,4.87,5.170644416203387,14.8,29.2,10.1,0.53,0.461,0.561,0.291,1
BIN_179,node/11843066099,28.591727,77.16484,waste_basket,MCD/NDMC,800,Organic/Wet,32.6,4.62,5.184894304662539,11.47,7.7,14.6,0.393,0.283,0.562,0.169,1
BIN_180,node/11843066119,28.592341,77.164209,waste_basket,MCD/NDMC,800,Recyclable/Dry,57.0,3.56,5.273237560800413,23.28,72.8,12.1,0.526,0.86,0.572,0.406,1
BIN_181,node/11843066131,28.591786,77.165422,waste_basket,MCD/NDMC,300,Organic/Wet,55.9,4.79,5.140161602612356,11.33,12.0,9.2,0.562,0.301,0.558,0.26,1
BIN_182,node/11843066147,28.592143,77.164694,waste_basket,MCD/NDMC,300,Organic/Wet,28.0,3.02,5.221514383710293,10.5,14.7,23.8,0.303,0.297,0.566,0.128,1
BIN_183,node/11843066152,28.591649,77.165142,waste_basket,MCD/NDMC,300,Recyclable/Dry,60.7,3.73,5.155292617150981,23.31,84.2,10.5,0.558,0.917,0.559,0.442,1
BIN_184,node/11843066161,28.591182,77.163933,waste_basket,MCD/NDMC,300,Mixed Municipal,76.5,4.4,5.229325920369672,14.9,29.6,5.3,0.692,0.465,0.567,0.372,1
BIN_185,node/11843066178,28.59247,77.164434,waste_basket,MCD/NDMC,500,Mixed Municipal,24.0,4.23,5.262338958173366,15.26,29.7,18.0,0.319,0.473,0.571,0.187,1
BIN_186,node/11843066180,28.592006,77.164457,waste_basket,MCD/NDMC,500,Organic/Wet,56.9,4.67,5.233042201585668,11.68,15.0,9.2,0.564,0.324,0.568,0.266,1
BIN_187,node/11843066195,28.591808,77.164337,waste_basket,MCD/NDMC,300,Organic/Wet,52.9,3.35,5.231518530720267,11.96,6.9,14.1,0.49,0.289,0.567,0.218,1
BIN_188,node/11854065841,28.569478,77.239337,waste_basket,MCD/NDMC,500,Recyclable/Dry,70.3,3.31,2.87616799907592,18.77,78.2,9.0,0.61,0.791,0.312,0.48,3
BIN_189,node/11871519888,28.550067,77.235375,waste_basket,MCD/NDMC,500,Organic/Wet,61.4,5.65,3.125851297700719,11.62,9.8,6.8,0.631,0.296,0.339,0.337,3
BIN_190,node/11873232749,28.597469,77.140444,waste_basket,MCD/NDMC,500,Organic/Wet,71.6,4.62,7.579943001896044,11.64,13.0,6.1,0.666,0.313,0.822,0.262,1
BIN_191,node/11873300822,28.598069,77.140751,waste_basket,MCD/NDMC,500,Recyclable/Dry,56.0,3.04,7.583054557133553,20.63,85.8,14.5,0.5,0.868,0.823,0.346,1
BIN_192,node/11873300892,28.597403,77.141634,waste_basket,MCD/NDMC,800,Organic/Wet,25.5,5.8,7.4727089513429155,10.87,8.8,12.8,0.385,0.275,0.811,0.113,1
BIN_193,node/11873300897,28.597529,77.140808,waste_basket,MCD/NDMC,300,Organic/Wet,65.3,4.44,7.55108005851776,10.68,5.4,7.8,0.615,0.254,0.819,0.22,1
BIN_194,node/11873300906,28.597277,77.140593,waste_basket,MCD/NDMC,300,Organic/Wet,77.1,4.57,7.55745703952929,10.68,8.4,5.0,0.702,0.269,0.82,0.268,1
BIN_195,node/11873300925,28.596864,77.140208,waste_basket,MCD/NDMC,300,Organic/Wet,66.0,5.15,7.571065244334614,11.09,13.5,6.6,0.645,0.304,0.821,0.249,1
BIN_196,node/11873300984,28.596751,77.140663,waste_basket,MCD/NDMC,300,Mixed Municipal,29.7,3.48,7.525586245446827,13.11,21.6,20.2,0.332,0.387,0.816,0.119,1
BIN_197,node/11873301035,28.597979,77.141122,waste_basket,MCD/NDMC,800,Recyclable/Dry,89.0,4.46,7.546173946423967,19.79,80.6,2.5,0.782,0.824,0.819,0.474,1
BIN_198,node/11873301049,28.596749,77.140451,waste_basket,MCD/NDMC,500,Mixed Municipal,51.3,2.66,7.544119695553325,15.47,31.2,18.3,0.454,0.485,0.818,0.209,1
BIN_199,node/11896843337,28.596507,77.133787,waste_basket,MCD/NDMC,800,Organic/Wet,50.0,3.14,8.124016435840142,12.16,6.2,15.9,0.462,0.29,0.881,0.142,1
BIN_200,node/11896843341,28.596491,77.134127,waste_basket,MCD/NDMC,300,Mixed Municipal,36.9,4.07,8.092918675612239,15.07,32.0,15.5,0.403,0.481,0.878,0.17,1
BIN_201,node/11896843354,28.596476,77.134613,waste_basket,MCD/NDMC,500,Recyclable/Dry,58.3,3.29,8.048730864096397,21.13,74.7,12.7,0.525,0.823,0.873,0.335,1
BIN_202,node/11896843366,28.596475,77.134589,waste_basket,MCD/NDMC,800,Mixed Municipal,22.7,4.37,8.050860678125067,14.16,29.3,17.7,0.314,0.448,0.873,0.117,1
BIN_203,node/11896860182,28.596511,77.133335,waste_basket,MCD/NDMC,800,Mixed Municipal,57.2,3.18,8.16458814396829,14.14,25.9,13.5,0.514,0.431,0.886,0.209,1
BIN_204,node/11896860183,28.596476,77.134802,waste_basket,MCD/NDMC,300,Mixed Municipal,77.3,4.83,8.031896632987642,13.09,24.9,4.7,0.713,0.403,0.871,0.303,1
BIN_205,node/11901174283,28.596494,77.132558,waste_basket,MCD/NDMC,300,Organic/Wet,61.5,3.15,8.233521488276216,10.51,12.0,12.2,0.543,0.284,0.893,0.178,1
BIN_206,node/11901174321,28.596493,77.13264,waste_basket,MCD/NDMC,800,Organic/Wet,88.9,3.18,8.226115550695958,12.29,14.9,3.5,0.735,0.336,0.892,0.29,1
BIN_207,node/11901202817,28.596086,77.132025,waste_basket,MCD/NDMC,500,Mixed Municipal,87.4,3.86,8.263561804089786,14.43,29.9,3.3,0.749,0.457,0.896,0.332,1
BIN_208,node/11917576644,28.55283,77.252143,waste_basket,MCD/NDMC,500,Recyclable/Dry,32.5,2.39,4.415123714831867,22.84,74.4,28.2,0.313,0.858,0.479,0.318,3
BIN_209,node/11917576645,28.552912,77.252149,waste_basket,MCD/NDMC,300,Organic/Wet,34.8,5.1,4.4124549265908355,12.36,6.1,12.8,0.425,0.294,0.479,0.205,3
BIN_210,node/11925861374,28.596833,77.132435,waste_basket,MCD/NDMC,800,Mixed Municipal,84.0,2.51,8.259458114654239,14.16,33.2,6.4,0.677,0.468,0.896,0.3,1
BIN_211,node/11930142840,28.607437,77.130642,waste_basket,MCD/NDMC,300,Mixed Municipal,40.2,4.39,8.94744691178399,13.0,28.3,13.6,0.438,0.418,0.971,0.15,1
BIN_212,node/11930142860,28.607404,77.130906,waste_basket,MCD/NDMC,300,Organic/Wet,49.4,3.35,8.92328780095747,11.15,10.6,15.1,0.465,0.29,0.968,0.126,1
BIN_213,node/11930142863,28.607465,77.1311,waste_basket,MCD/NDMC,300,Recyclable/Dry,53.7,2.05,8.91030944633063,19.14,75.1,22.6,0.449,0.783,0.966,0.266,1
BIN_214,node/11930149771,28.607611,77.130948,waste_basket,MCD/NDMC,800,Organic/Wet,33.6,5.37,8.931296109239655,10.86,12.5,12.4,0.426,0.294,0.969,0.108,1
BIN_215,node/11934956976,28.539773,77.156641,waste_basket,MCD/NDMC,500,Mixed Municipal,56.9,4.27,6.038347235306963,13.42,31.6,10.1,0.55,0.444,0.655,0.277,2
BIN_216,node/11934956977,28.558253,77.172146,waste_basket,MCD/NDMC,300,Organic/Wet,54.8,5.03,3.8283740513230167,12.2,14.9,9.0,0.563,0.334,0.415,0.299,2
BIN_217,node/11939611531,28.543229,77.198549,waste_basket,MCD/NDMC,500,Recyclable/Dry,49.0,4.05,2.8906117822799535,20.42,71.2,12.6,0.487,0.791,0.314,0.418,2
BIN_218,node/11939611533,28.543459,77.19797,waste_basket,MCD/NDMC,800,Organic/Wet,93.7,4.41,2.889560992383303,10.5,6.6,1.4,0.813,0.257,0.313,0.421,2
BIN_219,node/11939611539,28.542818,77.199033,waste_basket,MCD/NDMC,300,Mixed Municipal,85.5,3.25,2.9150105176802295,14.32,32.4,4.5,0.714,0.467,0.316,0.434,2
BIN_220,node/11939611540,28.542927,77.198951,waste_basket,MCD/NDMC,500,Organic/Wet,22.4,5.89,2.906754690908968,10.76,13.7,13.2,0.366,0.298,0.315,0.209,2
BIN_221,node/11939611541,28.54368,77.199448,waste_basket,MCD/NDMC,500,Mixed Municipal,54.5,4.4,2.810999951142537,15.14,34.5,10.3,0.538,0.495,0.305,0.357,2
BIN_222,node/11960776693,28.542063,77.245688,waste_disposal,MCD/NDMC,2500,Mixed Municipal,36.6,5.42,4.467899488036484,14.02,38.4,11.7,0.449,0.491,0.485,0.275,3
BIN_223,node/11989736415,28.596832,77.133122,waste_basket,MCD/NDMC,300,Recyclable/Dry,95.5,3.18,8.197989851432105,20.34,85.6,1.4,0.782,0.861,0.889,0.471,1
BIN_224,node/11989736438,28.596836,77.132789,waste_basket,MCD/NDMC,300,Mixed Municipal,79.4,4.61,8.227916109986026,14.94,31.6,4.5,0.72,0.476,0.892,0.324,1
BIN_225,node/12016319488,28.592062,77.161752,waste_basket,MCD/NDMC,500,Organic/Wet,82.1,4.85,5.462486240824571,10.57,14.2,3.7,0.747,0.296,0.592,0.344,1
BIN_226,node/12016319491,28.591893,77.16134,waste_basket,MCD/NDMC,500,Organic/Wet,35.6,4.29,5.4877228509962945,10.75,11.9,15.0,0.402,0.288,0.595,0.168,1
BIN_227,node/12043151906,28.576529,77.195934,waste_basket,MCD/NDMC,500,Organic/Wet,44.2,5.39,1.7213071006643839,11.66,7.7,10.4,0.501,0.287,0.187,0.299,0
BIN_228,node/12047180710,28.593265,77.16286,waste_basket,MCD/NDMC,500,Organic/Wet,66.8,4.44,5.439468462564436,10.64,8.9,7.5,0.626,0.271,0.59,0.276,1
BIN_229,node/12047180721,28.593093,77.162944,waste_basket,MCD/NDMC,300,Recyclable/Dry,57.5,2.1,5.422393208802668,22.8,84.0,20.2,0.477,0.906,0.588,0.393,1
BIN_230,node/12051436802,28.524838,77.237182,waste_disposal,MCD/NDMC,1500,Mixed Municipal,58.9,5.07,5.407220608978962,13.61,39.8,8.1,0.593,0.489,0.587,0.326,3
BIN_231,node/12201587961,28.596836,77.141175,waste_basket,MCD/NDMC,500,Recyclable/Dry,60.4,2.82,7.484785868929397,21.3,70.2,14.0,0.523,0.805,0.812,0.341,1
BIN_232,node/12201827520,28.596463,77.139758,waste_basket,MCD/NDMC,300,Organic/Wet,30.4,4.19,7.591401775699501,10.57,5.8,16.6,0.362,0.254,0.823,0.092,1
BIN_233,node/12201827539,28.596463,77.139704,waste_basket,MCD/NDMC,500,Recyclable/Dry,28.2,2.42,7.596195237297873,22.5,73.6,29.7,0.284,0.847,0.824,0.231,1
BIN_234,node/12208838307,28.568711,77.244355,waste_basket,MCD/NDMC,500,Recyclable/Dry,62.2,2.13,3.359208079313483,18.66,86.9,17.7,0.511,0.832,0.364,0.432,3
BIN_235,node/12409599136,28.619472,77.240627,waste_basket,MCD/NDMC,500,Mixed Municipal,83.6,3.35,6.5364263580526885,14.79,32.0,4.9,0.704,0.475,0.709,0.353,0
BIN_236,node/12409605297,28.617342,77.240623,waste_basket,MCD/NDMC,300,Mixed Municipal,70.2,3.63,6.32658027950688,14.37,32.3,8.2,0.621,0.468,0.686,0.313,0
BIN_237,node/12409605298,28.618005,77.2406,waste_basket,MCD/NDMC,500,Recyclable/Dry,32.4,2.62,6.390667593488504,18.91,71.1,25.8,0.32,0.758,0.693,0.249,0
BIN_238,node/12676198656,28.59048,77.168354,waste_basket,MCD/NDMC,800,Organic/Wet,81.6,3.55,4.820621958597007,12.45,8.4,5.2,0.698,0.307,0.523,0.336,1
BIN_239,node/12690343991,28.608688,77.140365,waste_basket,MCD/NDMC,500,Organic/Wet,97.7,3.69,8.2163742437887,11.61,12.2,0.6,0.815,0.308,0.891,0.322,1
BIN_240,node/12712532177,28.602785,77.227939,waste_basket,MCD/NDMC,800,Recyclable/Dry,22.4,2.18,4.3272274479809445,19.5,82.2,35.6,0.234,0.826,0.469,0.271,0
BIN_241,node/12712686013,28.602791,77.227921,waste_basket,MCD/NDMC,300,Organic/Wet,53.2,5.23,4.327134365007661,12.24,12.3,8.9,0.559,0.322,0.469,0.282,0
BIN_242,node/12915988673,28.574075,77.230171,recycling,MCD/NDMC,1000,Recyclable/Dry,23.1,4.97,2.1129257485697406,20.23,81.3,15.5,0.339,0.837,0.229,0.375,0
BIN_243,node/12950860525,28.600511,77.223761,recycling,MCD/NDMC,1000,Recyclable/Dry,76.6,3.6,3.9401698920555317,22.84,84.8,6.5,0.664,0.91,0.427,0.52,0
BIN_244,node/12950988317,28.600787,77.22406,waste_disposal,MCD/NDMC,2000,Mixed Municipal,97.4,7.12,3.9790499518089826,14.49,36.9,0.4,0.935,0.493,0.432,0.529,0
BIN_245,node/12950996893,28.600806,77.224074,recycling,MCD/NDMC,1000,Recyclable/Dry,56.3,3.46,3.9815039055273065,19.92,81.1,12.6,0.517,0.83,0.432,0.421,0
BIN_246,node/12951006713,28.600517,77.223767,waste_disposal,MCD/NDMC,1500,Mixed Municipal,90.9,7.36,3.9410277503541544,14.83,27.0,1.2,0.898,0.451,0.427,0.499,0
BIN_247,node/12965729419,28.579983,77.186185,recycling,MCD/NDMC,1000,Recyclable/Dry,34.1,4.93,2.7255576290796637,19.4,79.0,13.4,0.414,0.808,0.296,0.39,1
BIN_248,node/13027860780,28.618895,77.136173,waste_basket,Cantonment Board,800,Organic/Wet,60.2,4.34,9.219387742006381,10.99,13.7,9.2,0.576,0.303,1.0,0.179,1
BIN_249,node/13096639852,28.538977,77.216482,waste_disposal,MCD/NDMC,1500,Mixed Municipal,44.3,7.11,3.2015142005243638,14.66,26.4,7.8,0.563,0.444,0.347,0.345,3
BIN_250,node/13142376101,28.5459,77.214583,waste_basket,MCD/NDMC,300,Mixed Municipal,50.9,4.0,2.4103593401789363,13.02,28.8,12.3,0.499,0.421,0.261,0.323,3
BIN_251,node/13142481302,28.546019,77.215097,waste_basket,MCD/NDMC,300,Organic/Wet,55.0,3.99,2.4072665777914106,12.27,9.4,11.3,0.527,0.308,0.261,0.304,3
BIN_252,node/13142481305,28.545412,77.214684,waste_basket,MCD/NDMC,500,Organic/Wet,39.7,5.85,2.4654997139660937,11.4,10.9,10.3,0.486,0.297,0.267,0.279,3
BIN_253,node/13290319705,28.597682,77.145931,waste_basket,MCD/NDMC,300,Organic/Wet,81.0,4.6,7.115101737323007,11.71,8.6,4.1,0.731,0.292,0.772,0.299,1
BIN_254,node/13572628390,28.591489,77.230932,recycling,MCD/NDMC,1000,Recyclable/Dry,63.5,4.66,3.38706135356728,22.03,82.6,7.8,0.61,0.882,0.367,0.496,0
BIN_255,node/13574024746,28.590104,77.229207,waste_basket,MCD/NDMC,500,Organic/Wet,24.0,3.69,3.1629108796750156,12.47,6.2,20.6,0.299,0.297,0.343,0.17,0
BIN_256,node/13574906009,28.573079,77.230491,recycling,MCD/NDMC,1000,Recyclable/Dry,26.9,2.95,2.105091413495836,21.7,78.8,24.8,0.293,0.856,0.228,0.358,0
BIN_257,node/13580529631,28.574769,77.2091,waste_basket,MCD/NDMC,300,Recyclable/Dry,73.5,3.2,0.8461515542882571,21.94,77.2,8.3,0.628,0.853,0.092,0.552,0
BIN_258,node/13580529640,28.575435,77.209406,waste_basket,MCD/NDMC,300,Organic/Wet,60.7,3.76,0.9175459959971374,12.45,10.8,10.5,0.559,0.319,0.1,0.355,0
BIN_259,node/13595321370,28.573649,77.207729,waste_basket,MCD/NDMC,300,Recyclable/Dry,93.3,2.36,0.7506241559668739,19.13,72.4,2.8,0.737,0.769,0.081,0.583,0
BIN_260,node/13595321398,28.574707,77.208939,waste_basket,MCD/NDMC,500,Organic/Wet,38.3,3.47,0.8410944744554537,10.88,12.3,17.8,0.392,0.293,0.091,0.266,0
BIN_261,node/13595351131,28.573565,77.210035,waste_basket,MCD/NDMC,800,Organic/Wet,21.4,4.12,0.7077196256408634,11.82,14.8,19.1,0.296,0.326,0.077,0.231,0
BIN_262,node/13595351137,28.573699,77.208211,waste_basket,MCD/NDMC,300,Recyclable/Dry,82.0,2.28,0.7434212060182281,22.82,83.8,7.9,0.655,0.905,0.081,0.583,0
BIN_263,node/13624932402,28.542405,77.165023,waste_basket,MCD/NDMC,800,Recyclable/Dry,65.0,3.67,5.186411838986831,23.2,84.9,9.5,0.586,0.919,0.563,0.456,2
BIN_264,node/13624932403,28.539393,77.164729,waste_basket,MCD/NDMC,300,Organic/Wet,97.5,5.6,5.395528571114204,11.71,8.2,0.4,0.882,0.29,0.585,0.411,2
BIN_265,node/13624932405,28.537902,77.165051,waste_basket,MCD/NDMC,500,Organic/Wet,79.7,4.95,5.466882880124671,11.08,6.1,4.1,0.734,0.266,0.593,0.328,2
BIN_266,node/13624932501,28.541656,77.164633,waste_basket,MCD/NDMC,800,Organic/Wet,87.8,3.95,5.26324388648165,12.3,13.8,3.1,0.755,0.331,0.571,0.363,2
BIN_267,node/13624932502,28.537719,77.167671,waste_basket,MCD/NDMC,300,Organic/Wet,67.6,4.89,5.27624381225511,11.8,8.3,6.6,0.647,0.293,0.572,0.297,2
BIN_268,node/13624932601,28.540445,77.164562,waste_basket,MCD/NDMC,500,Organic/Wet,54.7,4.64,5.342865287308779,11.6,11.0,9.8,0.548,0.302,0.58,0.249,2
BIN_269,node/13624932701,28.540032,77.16463,waste_basket,MCD/NDMC,300,Recyclable/Dry,59.0,3.9,5.363043027680354,19.34,81.6,10.5,0.552,0.82,0.582,0.406,2
BIN_270,node/13624932702,28.537914,77.166264,waste_basket,MCD/NDMC,500,Mixed Municipal,28.5,4.53,5.371463465910522,15.12,33.7,15.8,0.361,0.49,0.583,0.211,2
BIN_271,node/13624932801,28.53898,77.164552,waste_basket,MCD/NDMC,300,Recyclable/Dry,62.9,2.99,5.436023995608124,19.73,78.6,12.4,0.547,0.813,0.59,0.399,2
BIN_272,node/13624932802,28.538619,77.164434,waste_basket,MCD/NDMC,500,Recyclable/Dry,89.9,3.08,5.468701822071049,21.11,84.8,3.3,0.739,0.874,0.593,0.513,2
BIN_273,node/13624933001,28.537845,77.16662,waste_basket,MCD/NDMC,300,Mixed Municipal,57.4,2.99,5.348536496632007,14.64,25.7,14.2,0.508,0.44,0.58,0.27,2
BIN_274,node/13624933201,28.537756,77.167663,waste_basket,MCD/NDMC,300,Organic/Wet,92.5,5.01,5.274304561110605,11.73,10.2,1.5,0.826,0.301,0.572,0.389,2
BIN_275,node/13624933802,28.537824,77.169189,waste_basket,MCD/NDMC,500,Recyclable/Dry,96.2,3.0,5.15347159774321,18.95,82.9,1.3,0.78,0.818,0.559,0.524,2
BIN_276,node/13624933804,28.539237,77.169914,waste_basket,MCD/NDMC,800,Recyclable/Dry,34.4,4.0,4.999692081074656,19.12,85.5,16.4,0.383,0.835,0.542,0.334,2
BIN_277,node/13624933805,28.540011,77.170247,waste_basket,MCD/NDMC,300,Recyclable/Dry,26.8,3.06,4.920886166477272,19.43,86.5,23.9,0.296,0.846,0.534,0.295,2
BIN_278,node/13624933806,28.540551,77.170365,waste_basket,MCD/NDMC,800,Organic/Wet,69.8,3.01,4.8750554227514575,11.55,6.1,10.0,0.596,0.276,0.529,0.275,2
BIN_279,node/13624933902,28.542531,77.170172,waste_basket,MCD/NDMC,500,Recyclable/Dry,48.1,2.44,4.759848411306553,22.47,81.6,21.3,0.424,0.886,0.516,0.374,2
BIN_280,node/13624934101,28.538429,77.169494,waste_basket,MCD/NDMC,800,Recyclable/Dry,77.1,2.76,5.087845217376926,21.28,74.6,8.3,0.638,0.826,0.552,0.456,2
BIN_281,node/13624934102,28.543298,77.168461,waste_basket,MCD/NDMC,800,Recyclable/Dry,53.1,2.37,4.850116215636669,22.55,83.8,19.8,0.456,0.899,0.526,0.393,2
BIN_282,node/13624934701,28.541534,77.170693,waste_basket,MCD/NDMC,300,Organic/Wet,33.9,4.61,4.783696994929392,12.24,9.7,14.3,0.401,0.309,0.519,0.19,2
BIN_283,node/13624934801,28.542644,77.170123,waste_basket,MCD/NDMC,300,Organic/Wet,69.3,3.77,4.756539316533349,10.91,11.4,8.1,0.619,0.289,0.516,0.293,2
BIN_284,node/13746020733,28.547551,77.1938,waste_basket,MCD/NDMC,300,Organic/Wet,54.5,5.03,2.697609570184161,11.05,11.0,9.0,0.561,0.29,0.293,0.309,2
BIN_285,node/13746020744,28.547901,77.192587,waste_basket,MCD/NDMC,500,Recyclable/Dry,67.1,4.05,2.738120785822629,18.58,76.1,8.1,0.614,0.776,0.297,0.48,2
BIN_286,node/13746020760,28.547357,77.194419,waste_basket,MCD/NDMC,300,Mixed Municipal,66.5,4.11,2.6803610688348836,14.93,24.0,8.2,0.612,0.438,0.291,0.379,2
BIN_287,node/13746020764,28.549123,77.193288,waste_basket,MCD/NDMC,500,Organic/Wet,84.9,4.33,2.589250358475993,11.19,11.2,3.5,0.748,0.294,0.281,0.406,2
BIN_288,node/13780597076,28.569769,77.204688,waste_basket,MCD/NDMC,500,Organic/Wet,73.1,4.78,0.5922319701557183,11.78,7.7,5.6,0.682,0.289,0.064,0.415,0
